lat,lon,rainfall_mm_per_day,elevation_m,slope_percent,soil_type,built_up_percentage,distance_to_water_body_km,drainage_density,sar_backscatter_coefficient,surface_roughness_index,moisture_index,flood_risk_score,flood_risk_category
30.925489,75.632893,47.35,258.18,29.09,clay,76.32,8.47,3.43,-5.18,0.319,0.478,0.368,Medium
30.904272,75.874987,248.03,399.76,5.96,loamy,18.19,8.76,4.72,-2.89,0.224,0.948,0.504,Medium
31.058843,75.850651,272.05,487.06,5.95,clay,16.88,4.01,2.14,-18.5,0.089,0.368,0.462,Medium
30.84694,75.887433,130.55,459.99,13.61,loamy,11.85,7.14,0.95,-3.45,0.782,0.288,0.245,Low
30.85208,75.942535,180.02,497.6,8.49,loamy,41.83,4.09,0.73,-17.75,0.262,0.618,0.427,Medium
30.947855,75.873707,137.45,5.16,4.0,sandy,69.3,6.87,3.57,-7.29,0.736,0.256,0.419,Medium
30.823501,75.733145,70.45,454.11,29.9,clay,96.72,5.98,3.74,-23.86,0.254,0.62,0.374,Medium
30.957879,75.74836,290.42,279.78,17.41,sandy,50.37,9.3,4.39,-21.7,0.317,0.53,0.464,Medium
30.846737,75.617665,38.36,435.84,25.04,clay,92.62,2.83,4.38,-9.68,0.762,0.264,0.313,Low
31.157069,75.726217,298.37,381.84,4.54,clay,65.74,7.98,0.27,-21.28,0.23,0.036,0.508,Medium
31.082385,75.774572,298.56,463.6,1.22,sandy,70.9,4.85,2.46,-3.85,0.867,0.124,0.598,Medium
31.147269,75.672262,50.49,254.37,8.18,clay,58.57,5.84,4.86,-11.85,0.571,0.416,0.318,Low
31.107301,75.870763,266.21,12.98,20.44,loamy,39.42,5.9,4.76,-4.08,0.154,0.081,0.453,Medium
31.063816,75.781622,286.56,297.1,0.17,clay,65.62,9.51,1.62,-6.71,0.734,0.957,0.725,High
30.884547,75.619473,193.09,161.59,1.67,sandy,95.19,3.81,1.99,-20.55,0.965,0.866,0.625,Medium
31.140938,75.665176,233.85,142.47,22.58,loamy,12.06,4.91,2.16,-4.84,0.31,0.685,0.458,Medium
31.066208,75.932821,153.8,244.81,26.56,loamy,56.31,4.23,3.78,-4.73,0.614,0.434,0.389,Medium
30.816175,75.736698,139.06,112.12,20.59,sandy,49.53,6.3,2.62,-17.73,0.437,0.907,0.469,Medium
30.859443,75.651116,270.87,420.77,15.69,sandy,4.77,0.77,0.23,-22.31,0.425,0.094,0.345,Medium
31.027391,75.701352,76.46,40.88,15.1,sandy,66.16,1.8,0.91,-15.18,0.083,0.877,0.494,Medium
31.034883,75.781999,201.08,311.91,7.95,clay,87.13,1.87,0.93,-6.32,0.604,0.872,0.777,High
31.01375,75.602339,35.0,85.87,14.31,loamy,86.88,9.66,3.01,-12.83,0.618,0.974,0.453,Medium
31.069521,75.876117,118.5,151.33,3.75,sandy,11.19,0.16,4.85,-3.52,0.209,0.649,0.384,Medium
30.974315,75.850424,237.0,95.46,9.03,loamy,47.4,0.22,0.83,-21.19,0.703,0.964,0.638,Medium
31.143919,75.834091,60.4,284.72,25.02,sandy,0.79,6.3,3.57,-0.51,0.849,0.737,0.246,Low
31.021722,75.71631,146.25,243.05,17.73,loamy,67.87,8.17,2.44,-7.14,0.528,0.422,0.401,Medium
30.825404,75.957151,125.14,236.67,14.84,clay,34.68,6.98,0.1,-17.8,0.192,0.344,0.359,Medium
30.887881,75.963628,101.75,301.05,25.27,loamy,13.12,2.93,3.56,-1.0,0.833,0.673,0.317,Low
31.118389,75.919902,253.36,310.92,8.47,clay,66.71,1.29,1.0,-9.86,0.101,0.416,0.627,Medium
30.921461,75.683773,14.11,9.07,26.43,sandy,15.86,8.28,4.47,-24.2,0.064,0.431,0.156,Low
30.848275,75.689638,77.35,170.16,10.66,sandy,87.77,2.67,0.76,-7.75,0.515,0.669,0.507,Medium
31.170653,75.775131,137.14,420.8,3.33,sandy,61.06,7.82,4.74,-4.41,0.042,0.105,0.3,Low
31.148348,75.964394,47.11,146.06,13.25,loamy,73.26,0.99,3.24,-16.63,0.138,0.849,0.439,Medium
30.9663,75.907613,73.59,404.57,10.24,loamy,8.52,3.72,3.77,-15.98,0.665,0.152,0.145,Low
30.968689,75.691273,240.53,206.7,12.28,loamy,85.24,7.95,1.81,-24.26,0.146,0.01,0.557,Medium
31.177457,75.633911,94.44,490.97,4.93,sandy,75.92,6.6,3.21,-2.44,0.058,0.632,0.405,Medium
31.064145,75.807911,88.72,201.0,20.43,loamy,30.43,7.43,4.55,-24.8,0.28,0.528,0.265,Low
31.080118,75.778476,61.54,272.21,23.65,loamy,69.75,8.88,3.91,-14.89,0.197,0.302,0.236,Low
30.933797,75.890039,222.02,63.0,29.76,sandy,9.28,5.52,2.61,-6.07,0.16,0.028,0.33,Low
31.037001,75.696536,232.25,363.25,29.61,sandy,5.99,3.73,3.13,-16.14,0.048,0.651,0.355,Medium
30.919184,75.894743,135.94,491.48,24.16,clay,56.56,8.94,3.14,-11.67,0.596,0.35,0.322,Low
31.113916,75.885942,201.73,357.18,15.59,sandy,32.78,5.82,4.11,-15.97,0.098,0.712,0.423,Medium
30.832779,75.624877,266.55,238.13,13.38,sandy,52.63,5.88,2.59,-15.13,0.264,0.499,0.513,Medium
30.976032,75.972414,146.86,486.64,24.71,sandy,12.71,7.11,0.65,-7.39,0.863,0.118,0.189,Low
30.989342,75.898599,283.22,184.67,28.55,loamy,40.86,1.21,2.86,-23.99,0.153,0.371,0.492,Medium
30.921304,75.79437,237.36,71.07,17.69,sandy,89.43,8.89,1.08,-4.52,0.489,0.122,0.627,Medium
31.148171,75.76703,171.92,282.88,27.01,clay,47.52,7.2,3.03,-5.95,0.505,0.461,0.427,Medium
30.97963,75.946538,97.56,399.91,19.94,loamy,23.28,3.95,2.7,-1.05,0.89,0.736,0.335,Medium
31.146381,75.882883,171.6,398.08,21.22,loamy,12.38,5.59,0.96,-9.53,0.577,0.053,0.238,Low
30.875758,75.790334,269.06,60.14,28.09,sandy,1.9,7.87,1.23,-7.36,0.888,0.444,0.449,Medium
31.042742,75.760719,13.5,430.99,0.7,loamy,41.49,8.6,1.59,-18.57,0.115,0.099,0.12,Low
30.857614,75.702222,26.89,153.4,12.22,sandy,61.45,3.25,0.14,-23.54,0.39,0.32,0.295,Low
30.929687,75.750205,248.32,60.48,6.08,clay,58.6,4.93,3.76,-15.37,0.115,0.061,0.511,Medium
30.962831,75.793669,122.25,116.87,26.58,sandy,96.35,6.75,1.23,-11.13,0.785,0.305,0.436,Medium
30.833563,75.85432,61.04,483.96,11.2,clay,78.2,5.38,2.12,-2.21,0.452,0.001,0.298,Low
31.131749,75.7157,291.62,0.27,28.01,loamy,59.79,8.39,1.9,-16.21,0.632,0.585,0.589,Medium
30.818194,75.895673,168.92,150.32,11.86,sandy,13.97,5.56,1.4,-14.2,0.61,0.957,0.461,Medium
31.07284,75.737054,78.41,376.35,13.58,sandy,98.3,3.42,2.3,-10.01,0.016,0.692,0.461,Medium
30.800819,75.790612,270.43,336.35,12.39,clay,70.33,7.62,2.69,-5.32,0.649,0.078,0.594,Medium
31.132834,75.868645,201.67,176.5,24.38,clay,35.8,1.77,3.84,-7.57,0.008,0.463,0.495,Medium
30.977831,75.688608,5.93,140.57,27.64,sandy,9.0,6.13,1.52,-7.05,0.234,0.494,0.183,Low
30.912303,75.961803,212.09,104.54,5.88,clay,39.61,8.7,2.85,-12.65,0.552,0.66,0.548,Medium
31.072953,75.826056,19.61,64.12,1.95,sandy,56.99,2.28,2.62,-5.44,0.192,0.678,0.424,Medium
31.077194,75.813177,75.88,280.06,13.62,clay,64.1,9.43,0.26,-1.53,0.433,0.995,0.513,Medium
31.072069,75.786635,108.44,379.51,26.51,sandy,27.79,4.2,2.24,-24.87,0.195,0.082,0.17,Low
30.810149,75.894978,293.43,211.91,2.23,sandy,16.45,3.11,3.13,-22.58,0.48,0.808,0.554,Medium
31.050519,75.733721,75.12,53.92,7.15,sandy,5.44,3.34,3.97,-1.41,0.776,0.62,0.339,Medium
31.05014,75.831574,25.66,30.34,1.0,sandy,84.77,0.65,0.64,-2.02,0.442,0.301,0.439,Medium
30.826316,75.871026,167.78,147.46,11.44,sandy,75.2,2.33,3.0,-8.51,0.011,0.384,0.5,Medium
31.151975,75.847692,101.88,468.79,23.49,loamy,32.82,1.92,0.51,-10.12,0.068,0.789,0.345,Medium
31.029285,75.854945,76.89,210.5,21.74,loamy,24.32,7.97,0.3,-17.21,0.436,0.96,0.372,Medium
30.924475,75.954089,232.65,73.7,9.26,sandy,36.88,0.08,2.93,-8.04,0.057,0.507,0.545,Medium
31.143481,75.768824,58.62,100.19,27.26,clay,34.16,6.68,3.47,-0.45,0.6,0.331,0.312,Low
31.185226,75.846441,125.61,81.14,13.63,clay,4.22,2.19,0.02,-19.42,0.23,0.624,0.409,Medium
31.093834,75.981035,99.45,370.04,6.16,sandy,98.99,3.63,0.37,-24.25,0.115,0.291,0.389,Medium
31.034275,75.906213,13.17,14.84,5.93,sandy,88.54,7.19,1.7,-11.14,0.179,0.021,0.32,Low
31.16426,75.608398,203.24,189.46,23.62,sandy,93.61,3.05,1.2,-4.76,0.661,0.941,0.784,High
31.199078,75.952666,263.52,32.69,4.33,clay,79.49,1.92,1.89,-15.64,0.6,0.977,0.884,High
30.818478,75.846411,56.73,267.73,23.69,sandy,5.33,7.96,4.36,-3.71,0.968,0.886,0.249,Low
30.832563,75.788267,199.05,32.44,15.26,clay,64.51,5.09,2.49,-13.39,0.322,0.374,0.552,Medium
31.08626,75.797917,80.5,200.47,27.64,loamy,3.66,2.2,1.02,-3.42,0.396,0.306,0.25,Low
31.028548,75.9742,112.23,275.28,4.03,sandy,44.45,3.52,2.92,-13.37,0.621,0.426,0.35,Medium
30.963581,75.921802,95.11,191.19,5.39,sandy,64.54,3.59,0.41,-3.93,0.513,0.644,0.487,Medium
31.170642,75.639364,21.4,19.14,6.01,sandy,32.92,3.03,4.08,-7.91,0.274,0.706,0.363,Medium
31.199362,75.900953,221.95,456.19,0.26,sandy,82.23,7.83,2.02,-14.86,0.58,0.655,0.636,Medium
31.005059,75.904464,44.78,198.75,6.81,clay,47.44,5.16,3.93,-6.06,0.723,0.461,0.365,Medium
30.92523,75.675139,231.04,348.97,6.29,loamy,55.84,3.75,2.89,-21.79,0.943,0.01,0.386,Medium
31.13372,75.735929,125.74,342.88,12.1,clay,53.76,3.26,0.12,-5.37,0.922,0.154,0.415,Medium
30.9321,75.851936,180.9,303.92,26.01,clay,20.42,3.91,2.67,-20.29,0.109,0.57,0.393,Medium
31.157898,75.637297,31.29,276.45,0.96,loamy,48.86,1.87,0.35,-0.93,0.284,0.233,0.31,Low
30.827992,75.622981,155.56,85.91,25.79,loamy,15.7,1.11,2.68,-13.04,0.069,0.955,0.474,Medium
30.851973,75.682271,129.66,354.84,14.24,loamy,93.92,5.87,2.51,-7.88,0.275,0.007,0.34,Medium
30.825588,75.759695,242.27,262.93,27.31,clay,46.02,5.76,3.69,-17.8,0.881,0.456,0.484,Medium
31.084659,75.718979,183.91,404.99,5.25,sandy,90.0,7.33,2.29,-2.23,0.183,0.569,0.52,Medium
31.178275,75.695878,261.16,136.89,18.84,sandy,91.63,6.98,3.61,-19.57,0.493,0.992,0.776,High
31.198127,75.630613,31.57,383.27,9.78,loamy,25.28,5.06,2.31,-23.17,0.694,0.75,0.24,Low
31.098383,75.942309,119.0,5.37,3.44,clay,32.71,7.49,2.42,-23.29,0.548,0.242,0.386,Medium
30.856102,75.928171,252.47,85.29,0.54,sandy,29.41,5.35,1.95,-23.06,0.764,0.677,0.523,Medium
30.943235,75.686669,10.33,337.52,6.48,loamy,83.65,8.12,3.21,-7.09,0.897,0.391,0.283,Low
30.820966,75.601866,231.72,383.56,27.86,sandy,23.85,0.91,2.11,-0.27,0.337,0.192,0.375,Medium
30.888227,75.952914,239.08,415.23,5.04,sandy,41.57,1.08,1.64,-10.95,0.19,0.207,0.43,Medium
31.175569,75.648322,64.13,178.29,5.21,loamy,31.62,3.89,2.29,-23.35,0.815,0.65,0.319,Low
30.826933,75.687424,90.46,299.43,29.49,sandy,53.62,9.91,4.25,-20.71,0.959,0.6,0.294,Low
31.078526,75.87116,291.71,346.86,9.96,loamy,88.4,3.18,4.26,-12.95,0.335,0.609,0.723,High
30.952949,75.856237,69.73,293.73,29.65,sandy,61.63,8.97,1.54,-6.55,0.757,0.62,0.318,Low
30.949809,75.718646,45.5,102.19,1.14,clay,59.81,9.46,3.7,-16.78,0.278,0.644,0.414,Medium
31.008349,75.991027,194.41,144.23,0.71,clay,33.13,2.42,2.7,-2.33,0.665,0.248,0.494,Medium
31.087801,75.843225,114.45,160.82,13.27,sandy,86.99,0.7,0.96,-9.14,0.142,0.204,0.427,Medium
31.037052,75.932488,279.54,118.16,2.34,clay,31.15,7.22,1.22,-20.59,0.249,0.285,0.53,Medium
31.054242,75.708744,234.39,40.01,29.18,sandy,16.78,4.41,2.53,-6.63,0.76,0.82,0.526,Medium
30.807924,75.752568,256.21,379.43,27.65,loamy,15.28,7.27,1.29,-13.41,0.454,0.375,0.368,Medium
30.828776,75.654663,140.78,77.36,5.69,sandy,50.07,7.25,2.46,-1.86,0.94,0.97,0.54,Medium
30.99582,75.856419,176.49,204.39,1.16,clay,38.48,5.66,0.97,-14.09,0.255,0.913,0.586,Medium
31.003843,75.795449,206.55,348.23,19.53,clay,73.57,2.42,0.17,-4.67,0.631,0.676,0.721,High
31.058133,75.704532,136.64,340.53,7.63,loamy,95.18,8.42,0.06,-5.73,0.644,0.917,0.571,Medium
31.034464,75.960398,155.56,94.41,12.69,clay,25.29,3.02,4.84,-8.54,0.383,0.308,0.394,Medium
31.15056,75.891061,26.66,318.09,23.3,sandy,14.27,7.49,4.65,-15.05,0.308,0.987,0.249,Low
30.800631,75.627937,208.9,262.48,19.64,clay,17.06,3.75,3.52,-20.05,0.182,0.948,0.501,Medium
31.125748,75.674255,17.69,91.36,22.77,sandy,90.23,4.09,3.13,-9.39,0.868,0.166,0.296,Low
30.951091,75.710705,102.65,292.82,14.34,loamy,10.08,0.61,3.76,-24.82,0.582,0.988,0.332,Medium
31.008934,75.602905,180.9,493.45,22.84,clay,47.32,3.37,2.15,-15.73,0.89,0.999,0.531,Medium
31.176396,75.866031,113.53,28.62,10.68,sandy,10.02,4.57,3.49,-6.87,0.888,0.139,0.27,Low
31.147602,75.711787,209.78,407.53,11.05,loamy,65.89,4.75,2.07,-20.3,0.986,0.958,0.561,Medium
30.806652,75.744082,13.73,403.78,9.77,loamy,60.68,4.0,3.06,-22.97,0.428,0.931,0.345,Medium
31.194749,75.94284,271.56,367.14,8.82,sandy,14.32,5.2,2.86,-3.58,0.505,0.128,0.388,Medium
30.920539,75.869225,164.62,437.39,5.04,loamy,11.57,6.63,1.2,-19.71,0.753,0.66,0.323,Low
30.973957,75.886306,48.07,464.48,27.08,clay,22.04,2.58,2.38,-2.56,0.123,0.136,0.191,Low
31.090166,75.636177,207.54,435.97,27.95,clay,60.07,6.44,1.89,-7.06,0.736,0.382,0.461,Medium
31.02476,75.942456,242.53,111.78,3.47,sandy,8.91,7.41,4.69,-6.38,0.116,0.368,0.423,Medium
31.181627,75.830767,0.5,30.94,16.07,clay,97.98,3.2,1.83,-8.02,0.797,0.52,0.471,Medium
30.888857,75.758125,161.49,230.3,4.34,clay,83.72,5.0,2.28,-9.96,0.146,0.665,0.603,Medium
31.081187,75.839552,92.67,495.17,3.7,clay,70.65,4.78,4.14,-12.62,0.704,0.377,0.383,Medium
30.933258,75.931154,63.18,366.33,24.31,clay,5.26,8.65,0.9,-12.81,0.392,0.984,0.335,Medium
31.139407,75.996425,164.38,168.71,20.34,clay,75.77,3.91,2.64,-17.92,0.696,0.195,0.47,Medium
30.957509,75.65236,225.68,290.19,24.15,clay,70.96,4.58,0.82,-21.56,0.696,0.291,0.589,Medium
30.887255,75.899353,220.6,4.57,21.78,loamy,67.83,9.88,0.74,-1.24,0.427,0.842,0.645,Medium
30.838419,75.989664,53.89,26.24,29.41,loamy,59.34,9.7,3.13,-14.9,0.034,0.241,0.256,Low
31.075194,75.981822,195.84,187.69,20.75,clay,65.85,7.78,4.32,-8.74,0.275,0.653,0.531,Medium
30.848,75.633055,146.77,334.4,15.29,sandy,57.3,5.73,1.37,-6.37,0.794,0.181,0.349,Medium
31.057839,75.773463,171.43,49.72,1.9,clay,79.52,1.85,4.06,-24.51,0.556,0.536,0.588,Medium
30.995425,75.80756,175.42,356.87,23.7,sandy,75.3,9.66,4.49,-20.48,0.599,0.18,0.319,Low
31.120205,75.649218,38.64,103.11,4.84,loamy,85.15,0.35,4.9,-12.35,0.364,0.544,0.411,Medium
31.178091,75.600034,90.18,473.11,15.58,clay,65.92,4.45,2.89,-7.62,0.523,0.986,0.476,Medium
31.015284,75.683936,29.7,409.88,7.11,sandy,29.97,8.33,4.79,-9.95,0.216,0.359,0.143,Low
31.048925,75.629744,76.49,190.89,27.11,loamy,8.33,2.54,2.13,-7.64,0.536,0.071,0.184,Low
31.198144,75.878721,57.79,186.07,19.72,clay,60.49,4.2,0.77,-0.19,0.434,0.026,0.339,Medium
30.83101,75.649848,33.0,274.18,1.98,loamy,36.28,3.34,1.37,-3.28,0.226,0.01,0.208,Low
31.187509,75.751453,31.5,462.82,5.27,clay,30.65,8.21,2.45,-11.78,0.7,0.865,0.327,Low
31.042987,75.958628,51.22,473.26,11.69,sandy,74.13,9.68,2.66,-10.13,0.85,0.477,0.271,Low
30.803799,75.805426,46.65,63.18,11.36,clay,5.29,7.25,4.87,-7.31,0.249,0.609,0.306,Low
30.873242,75.994499,239.54,251.11,8.27,loamy,94.17,8.81,4.07,-17.37,0.858,0.947,0.73,High
30.925095,75.636056,23.84,364.98,28.35,sandy,5.74,7.43,2.77,-12.68,0.874,0.962,0.214,Low
31.003473,75.892319,143.9,257.51,29.94,clay,69.79,4.05,3.08,-2.23,0.746,0.714,0.527,Medium
31.099867,75.69769,221.69,475.43,24.7,clay,52.81,6.09,3.04,-0.88,0.675,0.882,0.556,Medium
30.890027,75.630049,251.82,256.84,28.57,loamy,37.91,3.73,0.57,-2.15,0.25,0.539,0.518,Medium
30.847146,75.719671,88.06,106.53,22.14,loamy,21.75,3.05,4.67,-8.93,0.826,0.035,0.199,Low
31.047099,75.795307,106.72,307.77,9.86,sandy,0.52,8.9,0.93,-16.14,0.101,0.492,0.225,Low
31.005727,75.661484,37.15,243.71,4.67,loamy,22.61,3.95,1.5,-14.29,0.182,0.812,0.309,Low
30.975429,75.935743,48.55,176.87,13.02,sandy,87.05,1.98,0.95,-23.99,0.395,0.744,0.463,Medium
30.864125,75.679597,143.79,332.62,7.97,loamy,55.01,8.0,3.57,-16.88,0.764,0.882,0.441,Medium
31.169425,75.937225,116.65,54.87,3.24,sandy,15.55,5.0,3.84,-19.09,0.678,0.342,0.317,Low
31.094973,75.773731,86.84,242.96,22.83,sandy,15.25,5.11,1.25,-5.83,0.864,0.994,0.37,Medium
31.128244,75.679365,211.94,404.98,21.03,loamy,18.12,9.93,2.96,-9.14,0.229,0.132,0.243,Low
31.19616,75.971639,127.89,308.23,2.73,sandy,40.73,3.06,3.17,-19.21,0.336,0.479,0.354,Medium
31.057549,75.721716,80.77,140.28,10.53,loamy,31.98,0.48,0.2,-23.7,0.745,0.212,0.289,Low
31.163393,75.640305,55.45,474.16,10.91,sandy,9.69,0.14,2.76,-3.45,0.331,0.741,0.269,Low
31.111523,75.811545,111.48,325.12,6.3,sandy,88.72,1.3,3.71,-21.99,0.587,0.912,0.514,Medium
30.876173,75.881864,277.65,37.44,16.4,sandy,72.54,9.9,1.01,-6.98,0.044,0.192,0.655,Medium
30.90101,75.95083,256.03,453.41,29.25,clay,44.85,7.17,4.55,-23.31,0.419,0.931,0.515,Medium
30.80875,75.839661,209.01,64.47,1.36,loamy,79.44,6.94,3.7,-15.06,0.685,0.87,0.744,High
30.866207,75.900291,115.25,389.69,12.03,sandy,18.41,1.6,1.09,-7.58,0.879,0.791,0.376,Medium
31.083102,75.810029,91.02,110.17,21.25,loamy,17.11,0.46,1.19,-24.02,0.148,0.884,0.399,Medium
30.908174,75.916249,192.72,124.5,24.7,loamy,0.14,3.47,3.03,-15.77,0.083,0.705,0.391,Medium
31.088832,75.763337,183.44,162.32,1.72,clay,82.39,2.19,4.83,-20.58,0.972,0.537,0.589,Medium
31.111274,75.912205,31.93,372.88,11.46,loamy,87.0,6.34,2.75,-4.58,0.221,0.269,0.301,Low
31.123093,75.901159,46.69,115.86,21.79,sandy,90.22,0.94,0.91,-20.37,0.862,0.189,0.351,Medium
31.091792,75.859026,6.31,81.46,5.33,sandy,60.78,0.69,0.36,-18.87,0.909,0.97,0.436,Medium
31.010711,75.890706,242.4,301.65,11.34,sandy,82.66,7.63,3.22,-23.91,0.248,0.084,0.513,Medium
31.050954,75.605399,289.91,478.81,3.19,clay,33.84,7.07,1.01,-12.99,0.563,0.444,0.51,Medium
30.932703,75.661805,16.76,346.02,18.82,sandy,82.49,1.03,1.48,-12.21,0.836,0.142,0.282,Low
30.8096,75.770854,44.21,327.68,6.78,clay,38.47,8.84,4.11,-22.19,0.17,0.11,0.171,Low
31.18234,75.742923,184.71,59.18,27.7,clay,89.56,6.05,0.89,-11.74,0.6,0.679,0.615,Medium
31.066909,75.720626,245.27,174.19,3.12,clay,66.17,9.33,4.05,-7.22,0.076,0.002,0.504,Medium
30.859457,75.862342,96.08,195.3,21.64,clay,47.84,0.67,2.89,-1.01,0.278,0.09,0.37,Medium
30.872749,75.754007,95.79,211.92,20.8,loamy,79.35,3.33,4.01,-8.65,0.246,0.419,0.387,Medium
31.013508,75.81299,246.42,192.31,17.43,loamy,57.79,6.93,3.74,-7.42,0.235,0.003,0.428,Medium
30.806862,75.82335,287.28,460.45,1.79,sandy,84.88,8.67,4.1,-17.63,0.144,0.853,0.732,High
31.165182,75.696999,248.35,27.93,4.13,clay,70.4,3.77,0.13,-0.88,0.372,0.701,0.851,High
30.829508,75.934975,261.14,15.09,10.96,sandy,7.71,5.69,4.07,-21.26,0.182,0.744,0.502,Medium
31.079426,75.719803,123.46,168.67,23.44,loamy,28.68,1.56,4.41,-24.2,0.751,0.503,0.289,Low
31.133072,75.871961,262.79,277.08,24.89,clay,50.19,7.09,2.12,-21.08,0.973,0.522,0.541,Medium
30.850053,75.684746,185.71,109.45,5.51,clay,55.93,8.42,4.08,-13.29,0.313,0.642,0.549,Medium
30.86593,75.921336,193.99,97.37,3.25,sandy,60.32,8.47,0.14,-17.94,0.542,0.065,0.427,Medium
31.102609,75.723648,165.51,319.19,0.97,sandy,97.67,5.65,2.82,-5.24,0.046,0.315,0.509,Medium
30.803391,75.74266,84.72,199.07,5.85,clay,72.57,9.74,3.51,-22.57,0.407,0.741,0.434,Medium
31.122998,75.660075,176.15,191.06,17.59,clay,29.01,1.52,2.32,-2.87,0.093,0.718,0.539,Medium
31.12299,75.861688,230.65,80.52,28.91,loamy,72.87,6.51,4.65,-16.46,0.785,0.339,0.562,Medium
31.142381,75.772361,267.2,387.09,11.63,sandy,61.04,0.75,0.76,-9.31,0.498,0.805,0.609,Medium
31.148183,75.818854,290.68,390.72,2.62,sandy,31.37,9.34,0.81,-18.0,0.363,0.089,0.385,Medium
31.108776,75.703178,141.98,128.01,26.3,loamy,14.04,1.24,2.84,-24.01,0.859,0.401,0.312,Low
31.166856,75.651594,110.02,422.42,28.56,sandy,68.22,5.06,1.31,-3.11,0.683,0.621,0.4,Medium
31.096417,75.697927,246.37,3.97,25.59,sandy,15.82,3.99,0.36,-15.29,0.462,0.094,0.398,Medium
31.056994,75.960051,139.46,42.91,21.95,clay,92.25,7.68,1.0,-16.78,0.317,0.996,0.645,Medium
31.080916,75.790488,83.51,19.14,4.67,loamy,64.02,3.2,0.16,-9.97,0.38,0.936,0.544,Medium
30.972044,75.789364,16.22,434.01,28.58,loamy,26.98,6.36,0.42,-23.27,0.405,0.298,0.121,Low
31.148516,75.809911,200.89,129.72,24.92,sandy,90.16,3.42,3.77,-20.89,0.349,0.419,0.6,Medium
31.075532,75.664276,209.01,177.35,20.79,sandy,0.99,7.83,2.99,-23.05,0.668,0.617,0.342,Medium
31.194547,75.975588,222.85,368.36,9.5,sandy,45.87,1.47,4.32,-22.16,0.97,0.406,0.412,Medium
30.801471,75.780224,249.75,62.86,13.48,clay,9.74,2.19,4.9,-14.5,0.546,0.166,0.424,Medium
30.939234,75.980951,291.52,288.42,0.43,clay,1.62,8.97,2.51,-3.31,0.699,0.649,0.538,Medium
30.964155,75.740884,162.74,261.58,22.95,sandy,17.58,4.28,0.88,-10.13,0.543,0.382,0.347,Medium
31.07542,75.774997,84.97,310.19,27.75,clay,99.54,8.06,0.52,-8.76,0.616,0.411,0.445,Medium
31.100691,75.970892,29.91,222.05,17.44,sandy,28.99,4.21,1.11,-13.63,0.381,0.196,0.193,Low
30.849776,75.987046,274.21,206.47,24.61,clay,74.12,0.08,1.87,-19.4,0.284,0.88,0.799,High
31.135394,75.918055,124.41,120.78,27.01,loamy,1.55,1.53,1.87,-4.58,0.82,0.6,0.336,Medium
31.183664,75.997132,72.55,486.75,5.78,loamy,82.85,8.01,2.89,-21.78,0.636,0.977,0.401,Medium
31.161669,75.806911,131.22,49.79,24.04,loamy,63.14,7.84,4.22,-9.32,0.26,0.553,0.436,Medium
30.881505,75.637306,131.23,314.45,17.8,sandy,70.76,9.21,0.39,-15.44,0.742,0.131,0.324,Low
31.052601,75.743249,71.92,448.95,8.91,loamy,24.53,7.8,3.93,-5.74,0.659,0.275,0.199,Low
31.050975,75.855355,173.81,51.71,13.77,loamy,10.71,2.82,4.47,-22.68,0.494,0.361,0.344,Medium
30.95632,75.796415,6.59,36.79,28.78,sandy,68.73,3.75,1.57,-2.29,0.809,0.18,0.266,Low
30.871471,75.826918,182.0,15.73,29.28,clay,48.39,6.14,2.73,-21.04,0.742,0.927,0.55,Medium
30.811822,75.609215,153.52,76.17,26.01,sandy,21.7,3.28,1.1,-6.81,0.94,0.268,0.35,Medium
31.181292,75.739421,165.45,147.16,22.36,loamy,51.27,4.0,0.97,-20.68,0.687,0.887,0.499,Medium
30.95713,75.833459,229.93,155.79,23.82,clay,48.78,8.83,2.12,-6.32,0.816,0.623,0.558,Medium
30.971725,75.826857,112.19,316.35,1.93,sandy,3.38,5.11,2.93,-17.66,0.827,0.645,0.31,Low
30.940901,75.611976,53.97,161.34,23.73,sandy,7.26,6.57,1.86,-5.51,0.122,0.319,0.178,Low
30.931548,75.786151,238.57,449.37,16.85,sandy,60.18,5.27,0.51,-18.05,0.608,0.883,0.564,Medium
30.82993,75.957066,126.53,378.1,9.53,sandy,19.71,8.03,2.49,-0.24,0.421,0.124,0.221,Low
30.93075,75.753143,172.92,142.52,19.31,clay,98.8,9.12,1.42,-3.96,0.403,0.896,0.688,High
30.815648,75.85791,20.84,47.56,24.08,clay,27.47,7.54,2.0,-11.09,0.313,0.612,0.314,Low
31.078583,75.781833,254.6,483.58,3.64,sandy,61.8,0.29,0.24,-24.74,0.105,0.323,0.494,Medium
30.974273,75.668077,57.35,451.14,11.07,clay,98.96,9.34,4.34,-18.51,0.785,0.111,0.31,Low
30.830017,75.731732,183.83,406.24,8.1,sandy,13.78,4.61,0.63,-3.45,0.753,0.888,0.477,Medium
30.965318,75.778712,36.71,263.79,17.34,loamy,97.63,3.22,3.65,-19.35,0.264,0.296,0.302,Low
31.023406,75.949149,197.84,367.63,6.18,sandy,97.18,0.6,0.07,-19.6,0.819,0.188,0.487,Medium
30.883465,75.836209,158.29,429.23,22.81,sandy,45.4,1.54,2.52,-2.15,0.219,0.364,0.38,Medium
31.147144,75.805386,234.01,93.98,8.34,sandy,30.71,8.7,3.24,-21.32,0.876,0.745,0.483,Medium
